Property,Unit_Number,Unit_Type,Square_Feet,Rent,Date
District at the Summit,1440,761,761, $	863.00 ,11/11/13
District at the Summit,1112,1292,1292, $	754.00 ,11/11/13
District at the Summit,2302,761,761, $	873.00 ,11/11/13
District at the Summit,1926,1084,1084, $	845.00 ,11/11/13
District at the Summit,1422,761,761, $	778.00 ,11/11/13
District at the Summit,1746,1084,1084, $	735.00 ,11/11/13
District at the Summit,1026,1292,1292," $	1,143.00 ",11/11/13
District at the Summit,1634,1084,1084, $	734.00 ,11/11/13
District at the Summit,1904,1084,1084, $	834.00 ,11/11/13
District at the Summit,2136,761,761, $	894.00 ,11/11/13
District at the Summit,3014,761,761, $	709.00 ,11/11/13
District at the Summit,236,761,761, $	789.00 ,11/11/13
District at the Summit,2334,1084,1084, $	798.00 ,11/11/13
District at the Summit,736,1084,1084, $	758.00 ,11/11/13
District at the Summit,524,761,761, $	662.00 ,11/11/13
District at the Summit,2346,1084,1084, $	886.00 ,11/11/13
District at the Summit,1630,1084,1084, $	914.00 ,11/11/13
District at the Summit,728,1084,1084, $	896.00 ,11/11/13
District at the Summit,614,761,761, $	880.00 ,11/11/13
District at the Summit,2436,761,761, $	880.00 ,11/11/13
District at the Summit,2526,1084,1084, $	845.00 ,11/11/13
District at the Summit,512,1084,1084, $	728.00 ,11/11/13
District at the Summit,428,761,761, $	954.00 ,11/11/13
District at the Summit,2918,761,761, $	920.00 ,11/11/13
District at the Summit,2118,761,761, $	740.00 ,11/11/13
District at the Summit,2200,1084,1084, $	798.00 ,11/11/13
District at the Summit,544,761,761, $	641.00 ,11/11/13
District at the Summit,928,1084,1084, $	716.00 ,11/11/13
District at the Summit,1300,1084,1084, $	893.00 ,11/11/13
District at the Summit,2614,1084,1084, $	766.00 ,11/11/13
District at the Summit,2134,1084,1084, $	899.00 ,11/11/13
District at the Summit,1834,1084,1084, $	798.00 ,11/11/13
District at the Summit,2204,1084,1084, $	624.00 ,11/11/13
District at the Summit,414,761,761, $	693.00 ,11/11/13
District at the Summit,1708,1084,1084, $	852.00 ,11/11/13
District at the Summit,1818,761,761, $	660.00 ,11/11/13
District at the Summit,1228,761,761, $	612.00 ,11/11/13
District at the Summit,1204,1084,1084, $	624.00 ,11/11/13
District at the Summit,218,761,761, $	-00 ,11/11/13
District at the Summit,1728,761,761, $	-00 ,11/11/13
District at the Summit,412,1084,1084, $	-00 ,11/11/13
District at the Summit,1006,1084,1084, $	-00 ,11/11/13
District at the Summit,1932,761,761, $	-00 ,11/11/13
District at the Summit,2602,1084,1084, $	-00 ,11/11/13
District at the Summit,2934,1084,1084, $	-00 ,11/11/13
District at the Summit,1214,761,761, $	-00 ,11/11/13
District at the Summit,2818,1084,1084, $	-00 ,11/11/13
District at the Summit,2338,1084,1084, $	930.00 ,11/11/13
District at the Summit,1914,761,761, $	827.00 ,11/11/13
District at the Summit,536,761,761, $	823.00 ,11/11/13
District at the Summit,2432,761,761, $	738.00 ,11/11/13
District at the Summit,1636,761,761, $	700.00 ,11/11/13
District at the Summit,946,1292,1292, $	723.00 ,11/11/13
District at the Summit,1206,761,761, $	880.00 ,11/11/13
District at the Summit,1516,1084,1084, $	956.00 ,11/11/13
Grand Highlands at Mountain Brook,3000,mb1x1h,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3001,mb1x1h,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3002,mb1x1h,850B, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3003,mb1x1h,850B, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,3004,mb2x2ww,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3005,mb2x2ww,1150B, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,3006,mb2x2ww,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3007,mb2x2ww,1150B, $	759.00 ,10/4/13
Grand Highlands at Mountain Brook,3008,mb2x2ww,1150B, $	805.00 ,10/4/13
Grand Highlands at Mountain Brook,3009,mb2x2ww,1150B, $	818.00 ,10/4/13
Grand Highlands at Mountain Brook,3010,mb2x2ww,1150B, $	855.00 ,10/4/13
Grand Highlands at Mountain Brook,3011,mb2x2ww,1150B, $	369.50 ,10/4/13
Grand Highlands at Mountain Brook,3012,mb1x1h,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3013,mb1x1h,850B, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,3014,mb1x1h,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3015,mb1x1h,850B, $	739.00 ,10/4/13
Grand Highlands at Mountain Brook,3016,mb2x2wu,1150B,,10/4/13
Grand Highlands at Mountain Brook,3017,mb2x2wub,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3018,mb2x2wu,1150B,,10/4/13
Grand Highlands at Mountain Brook,3019,mb2x2wu,1150B, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3020,mb2x2wu,1150B, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,3021,mb2x2wu,1150B, $	826.00 ,10/4/13
Grand Highlands at Mountain Brook,3022,mb2x2wu,1150B, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3023,mb2x2wu,1150B, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,3101,mb2x2stb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3103,mb2x2st,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3105,mb2x2stb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3107,mb2x2st,1150A, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3109,mb2x2sw,1150A, $	759.00 ,10/4/13
Grand Highlands at Mountain Brook,3111,mb2x2sw,1150A, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3113,mb2x2sw,1150A, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3115,mb2x2sw,1150A, $	859.00 ,10/4/13
Grand Highlands at Mountain Brook,3117,mb2x2sw,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3119,mb2x2sw,1150A, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,3121,mb2x2sw,1150A, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3123,mb2x2swb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3125,mb2x2sub,1150A,,10/4/13
Grand Highlands at Mountain Brook,3127,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3129,mb2x2su,1150A,,10/4/13
Grand Highlands at Mountain Brook,3131,mb2x2sub,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3133,mb2x2sub,1150A, $	939.00 ,10/4/13
Grand Highlands at Mountain Brook,3135,mb2x2sub,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3137,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3139,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3211,mb1x1h,850B, $	709.00 ,10/4/13
Grand Highlands at Mountain Brook,3213,mb1x1h,850B,,10/4/13
Grand Highlands at Mountain Brook,3215,mb2x2ww,1150B, $	784.00 ,10/4/13
Grand Highlands at Mountain Brook,3216,mb1x1h,850B,,10/4/13
Grand Highlands at Mountain Brook,3217,mb2x2wwb,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3218,mb1x1hb,850B, $	774.00 ,10/4/13
Grand Highlands at Mountain Brook,3219,mb2x2ww,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3220,mb2x2ww,1150B,,10/4/13
Grand Highlands at Mountain Brook,3221,mb2x2ww,1150B, $	745.00 ,10/4/13
Grand Highlands at Mountain Brook,3222,mb2x2wwb,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3223,mb1x1h,850B, $	739.00 ,10/4/13
Grand Highlands at Mountain Brook,3224,mb2x2ww,1150B, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3225,mb1x1hb,850B, $	829.00 ,10/4/13
Grand Highlands at Mountain Brook,3226,mb2x2ww,1150B, $	894.00 ,10/4/13
Grand Highlands at Mountain Brook,3227,mb2x2wub,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3228,mb2x2ww,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3229,mb2x2wu,1150B,,10/4/13
Grand Highlands at Mountain Brook,3230,mb2x2wwb,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3231,mb2x2wu,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3232,mb2x2ww,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3233,mb2x2wu,1150B, $	709.00 ,10/4/13
Grand Highlands at Mountain Brook,3234,mb2x2ww,1150B,,10/4/13
Grand Highlands at Mountain Brook,3236,mb1x1h,850B, $	730.00 ,10/4/13
Grand Highlands at Mountain Brook,3240,mb1x1hb,850B, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,3242,mb2x2wub,1150B, $	939.00 ,10/4/13
Grand Highlands at Mountain Brook,3244,mb2x2wu,1150B,,10/4/13
Grand Highlands at Mountain Brook,3246,mb2x2wu,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3248,mb2x2wub,1150B, $	939.00 ,10/4/13
Grand Highlands at Mountain Brook,3250,mb2x2wu,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3252,mb2x2wu,1150B, $	759.00 ,10/4/13
Grand Highlands at Mountain Brook,3254,mb2x2wu,1150B, $	760.00 ,10/4/13
Grand Highlands at Mountain Brook,3256,mb2x2wu,1150B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3301,mb1x1hpb,850B,,10/4/13
Grand Highlands at Mountain Brook,3303,mb1x1hpb,850B, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,3305,mb1x1hpb,850B, $	819.00 ,10/4/13
Grand Highlands at Mountain Brook,3307,mb1x1hp,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3310,mb2x2st,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3312,mb2x2st,1150A, $	759.00 ,10/4/13
Grand Highlands at Mountain Brook,3314,mb2x2st,1150A, $	750.00 ,10/4/13
Grand Highlands at Mountain Brook,3316,mb2x2st,1150A, $	845.00 ,10/4/13
Grand Highlands at Mountain Brook,3318,mb2x2sw,1150A, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,3320,mb2x2sw,1150A, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,3322,mb2x2swb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3324,mb2x2sw,1150A, $	764.00 ,10/4/13
Grand Highlands at Mountain Brook,3326,mb2x2sw,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3328,mb2x2sw,1150A, $	759.00 ,10/4/13
Grand Highlands at Mountain Brook,3330,mb2x2sw,1150A, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,3332,mb2x2sw,1150A, $	769.00 ,10/4/13
Grand Highlands at Mountain Brook,3334,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3336,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3338,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3340,mb2x2su,1150A, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3342,mb2x2su,1150A,,10/4/13
Grand Highlands at Mountain Brook,3344,mb2x2su,1150A, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3346,mb2x2su,1150A, $	869.00 ,10/4/13
Grand Highlands at Mountain Brook,3348,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3360,mb2x2wt,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3362,mb2x2wtb,1150B,,10/4/13
Grand Highlands at Mountain Brook,3364,mb2x2wwb,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3366,mb2x2ww,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3368,mb2x2wwb,1150B,,10/4/13
Grand Highlands at Mountain Brook,3370,mb2x2ww,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3372,mb2x2wu,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3374,mb2x2wu,1150B, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3376,mb2x2wu,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3378,mb2x2wu,1150B, $	819.00 ,10/4/13
Grand Highlands at Mountain Brook,3400,mb2x2stb,1150A, $	899.00 ,10/4/13
Grand Highlands at Mountain Brook,3402,mb2x2stb,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3404,mb2x2stb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3406,mb2x2stb,1150A, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,3408,mb2x2sw,1150A, $	742.00 ,10/4/13
Grand Highlands at Mountain Brook,3410,mb2x2swb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3412,mb2x2sw,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3414,mb2x2sw,1150A, $	739.00 ,10/4/13
Grand Highlands at Mountain Brook,3416,mb2x2sw,1150A, $	804.00 ,10/4/13
Grand Highlands at Mountain Brook,3418,mb2x2sw,1150A, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3420,mb2x2sw,1150A, $	872.00 ,10/4/13
Grand Highlands at Mountain Brook,3422,mb2x2swb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3424,mb2x2su,1150A, $	599.00 ,10/4/13
Grand Highlands at Mountain Brook,3426,mb2x2su,1150A, $	819.00 ,10/4/13
Grand Highlands at Mountain Brook,3428,mb2x2su,1150A, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3430,mb2x2su,1150A, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3432,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3434,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3436,mb2x2su,1150A, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3438,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3441,mb2x2wt,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3443,mb2x2wt,1150B, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3445,mb2x2ww,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3447,mb2x2ww,1150B, $	764.00 ,10/4/13
Grand Highlands at Mountain Brook,3449,mb2x2ww,1150B, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,3451,mb2x2ww,1150B, $	829.00 ,10/4/13
Grand Highlands at Mountain Brook,3453,mb2x2wu,1150B, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,3455,mb2x2wu,1150B, $	769.00 ,10/4/13
Grand Highlands at Mountain Brook,3457,mb2x2wu,1150B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3459,mb2x2ww,1150B, $	859.00 ,10/4/13
Grand Highlands at Mountain Brook,3500,mb1x1hp,850B, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3501,mb1x1gtb,850A, $	769.00 ,10/4/13
Grand Highlands at Mountain Brook,3502,mb1x1hp,850B, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3503,mb1x1gt,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3504,mb1x1hp,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3505,mb1x1gwb,850A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3506,mb1x1hp,850B, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3507,mb1x1gw,850A, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3509,mb1x1gw,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3511,mb1x1gw,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3513,mb1x1gu,850A, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3515,mb1x1gu,850A, $	715.00 ,10/4/13
Grand Highlands at Mountain Brook,3517,mb1x1gu,850A, $	674.00 ,10/4/13
Grand Highlands at Mountain Brook,3519,mb1x1gu,850A, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,3525,mb1x1gt,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3527,mb1x1gt,850A, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3529,mb1x1gt,850A, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3531,mb1x1gtb,850A, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,3533,mb1x1gw,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3534,mb1x1hp,850B, $	314.50 ,10/4/13
Grand Highlands at Mountain Brook,3535,mb1x1gw,850A, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3536,mb1x1hp,850B, $	759.00 ,10/4/13
Grand Highlands at Mountain Brook,3537,mb1x1gw,850A, $	719.00 ,10/4/13
Grand Highlands at Mountain Brook,3538,mb1x1hp,850B, $	720.00 ,10/4/13
Grand Highlands at Mountain Brook,3539,mb1x1gw,850A, $	754.00 ,10/4/13
Grand Highlands at Mountain Brook,3540,mb1x1hp,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3541,mb1x1gw,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3543,mb1x1gwb,850A, $	769.00 ,10/4/13
Grand Highlands at Mountain Brook,3545,mb1x1gw,850A, $	720.00 ,10/4/13
Grand Highlands at Mountain Brook,3547,mb1x1gwb,850A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3549,mb1x1gub,850A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3551,mb1x1gub,850A, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3553,mb1x1gu,850A, $	719.00 ,10/4/13
Grand Highlands at Mountain Brook,3555,mb1x1gu,850A, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,3557,mb1x1gu,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3559,mb1x1gu,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3561,mb1x1gu,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3563,mb1x1gu,850A, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,3601,mb2x2st,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3603,mb2x2stb,1150A,,10/4/13
Grand Highlands at Mountain Brook,3605,mb2x2st,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3607,mb2x2st,1150A, $	889.00 ,10/4/13
Grand Highlands at Mountain Brook,3609,mb2x2swb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3611,mb2x2swb,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3613,mb2x2swb,1150A, $	919.00 ,10/4/13
Grand Highlands at Mountain Brook,3615,mb2x2sw,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3617,mb2x2sw,1150A, $	795.00 ,10/4/13
Grand Highlands at Mountain Brook,3619,mb2x2sw,1150A, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,3621,mb2x2sw,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3623,mb2x2sw,1150A, $	819.00 ,10/4/13
Grand Highlands at Mountain Brook,3625,mb2x2su,1150A, $	869.00 ,10/4/13
Grand Highlands at Mountain Brook,3627,mb2x2su,1150A, $	879.00 ,10/4/13
Grand Highlands at Mountain Brook,3629,mb2x2su,1150A, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3631,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3633,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3635,mb2x2sub,1150A, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3637,mb2x2su,1150A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3639,mb2x2sub,1150A, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3701,mb1x1h,850B, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,3703,mb1x1h,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3705,mb2x2ww,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3707,mb2x2wwb,1150B, $	969.00 ,10/4/13
Grand Highlands at Mountain Brook,3709,mb2x2ww,1150B, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3711,mb2x2ww,1150B, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3713,mb1x1hb,850B, $	739.00 ,10/4/13
Grand Highlands at Mountain Brook,3715,mb1x1hb,850B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3717,mb2x2wu,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3719,mb2x2wu,1150B, $	854.00 ,10/4/13
Grand Highlands at Mountain Brook,3721,mb2x2wub,1150B,,10/4/13
Grand Highlands at Mountain Brook,3723,mb2x2wub,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3731,mb1x1h,850B, $	795.00 ,10/4/13
Grand Highlands at Mountain Brook,3733,mb1x1h,850B, $	709.00 ,10/4/13
Grand Highlands at Mountain Brook,3735,mb2x2ww,1150B, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,3737,mb2x2ww,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3739,mb2x2ww,1150B, $	774.00 ,10/4/13
Grand Highlands at Mountain Brook,3741,mb2x2wwb,1150B, $	959.00 ,10/4/13
Grand Highlands at Mountain Brook,3743,mb1x1h,850B, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,3745,mb1x1h,850B, $	739.00 ,10/4/13
Grand Highlands at Mountain Brook,3747,mb2x2wu,1150B, $	749.00 ,10/4/13
Grand Highlands at Mountain Brook,3749,mb2x2wu,1150B, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3751,mb2x2wu,1150B, $	780.00 ,10/4/13
Grand Highlands at Mountain Brook,3753,mb2x2wub,1150B, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3801,mb1x1gtb,850A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3803,mb1x1gtb,850A, $	769.00 ,10/4/13
Grand Highlands at Mountain Brook,3805,mb1x1gtb,850A, $	799.00 ,10/4/13
Grand Highlands at Mountain Brook,3807,mb1x1gt,850A, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,3809,mb1x1gw,850A, $	709.00 ,10/4/13
Grand Highlands at Mountain Brook,3811,mb1x1gwb,850A, $	779.00 ,10/4/13
Grand Highlands at Mountain Brook,3813,mb1x1gw,850A, $	629.00 ,10/4/13
Grand Highlands at Mountain Brook,3815,mb1x1gw,850A, $	739.00 ,10/4/13
Grand Highlands at Mountain Brook,3817,mb1x1gw,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3819,mb1x1gw,850A, $	624.00 ,10/4/13
Grand Highlands at Mountain Brook,3821,mb1x1gw,850A, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,3823,mb1x1gw,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3825,mb1x1gu,850A, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,3827,mb1x1gu,850A, $	501.75 ,10/4/13
Grand Highlands at Mountain Brook,3829,mb1x1gu,850A, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,3831,mb1x1gu,850A, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,3833,mb1x1gu,850A, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,3835,mb1x1gu,850A, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,3837,mb1x1gu,850A, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,3839,mb1x1gu,850A, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4201,mb1x1et,720, $	619.00 ,10/4/13
Grand Highlands at Mountain Brook,4203,mb1x1et,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4205,mb1x1et,720, $	644.00 ,10/4/13
Grand Highlands at Mountain Brook,4207,mb1x1et,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4209,mb1x1ew,720, $	629.00 ,10/4/13
Grand Highlands at Mountain Brook,4211,mb1x1ewb,720, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4213,mb1x1ew,720, $	619.00 ,10/4/13
Grand Highlands at Mountain Brook,4215,mb1x1ew,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4217,mb1x1ew,720, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4219,mb1x1ew,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4221,mb1x1ew,720, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4223,mb1x1ew,720,,10/4/13
Grand Highlands at Mountain Brook,4225,mb1x1eu,720, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4227,mb1x1eu,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4229,mb1x1eu,720, $	589.00 ,10/4/13
Grand Highlands at Mountain Brook,4231,mb1x1eu,720, $	629.00 ,10/4/13
Grand Highlands at Mountain Brook,4233,mb1x1eub,720, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4235,mb1x1et,720, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4237,mb1x1eub,720, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4239,mb1x1eu,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4301,mb3x2t,1350,,10/4/13
Grand Highlands at Mountain Brook,4303,mb3x2tb,1350," $	1,259.00 ",10/4/13
Grand Highlands at Mountain Brook,4305,mb3x2w,1350,,10/4/13
Grand Highlands at Mountain Brook,4307,mb3x2w,1350,,10/4/13
Grand Highlands at Mountain Brook,4309,mb3x2w,1350,,10/4/13
Grand Highlands at Mountain Brook,4311,mb3x2w,1350," $	1,049.00 ",10/4/13
Grand Highlands at Mountain Brook,4313,mb3x2w,1350," $	1,120.00 ",10/4/13
Grand Highlands at Mountain Brook,4315,mb3x2wb,1350," $	1,259.00 ",10/4/13
Grand Highlands at Mountain Brook,4317,mb3x2u,1350," $	1,099.00 ",10/4/13
Grand Highlands at Mountain Brook,4319,mb3x2wb,1350,,10/4/13
Grand Highlands at Mountain Brook,4401,mb1x1dt,790, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4403,mb1x1dtb,790, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4405,mb1x1dt,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4407,mb1x1dt,790, $	625.00 ,10/4/13
Grand Highlands at Mountain Brook,4409,mb1x1dwb,790, $	844.00 ,10/4/13
Grand Highlands at Mountain Brook,4411,mb1x1dw,790, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4413,mb1x1dw,790, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,4415,mb1x1dw,790, $	699.00 ,10/4/13
Grand Highlands at Mountain Brook,4417,mb1x1dw,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4419,mb1x1dw,790, $	661.00 ,10/4/13
Grand Highlands at Mountain Brook,4421,mb1x1dw,790, $	735.00 ,10/4/13
